name,lat,lon
"G S Road, Sonapur, Kamrup Metropolitan, Assam, 781141",26.10035658,91.87351723
"Dispur, Kamrup Metropolitan, Assam",26.14547804,91.79364785
Betbunia,22.5333,89.4
between Moltuk to New Songjang village,24.1419,94.1078
"the lateral highway, Dzong viewpoint, Trongsa",27.5,90.5034
"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",25.616,94.1167
"Singamari, Darhelling, West Bengal",27.0605,88.255
"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",25.4769,94.1351
Darjeeling (between Tin Dharia and Rongtong),26.87324244,88.29184021
Lumding-Badarpur section in North Cachar Hills district,25.5215,93.1645
"Ishok Chingphu(?), Bishnupur, Assam",25.8833,91.2
Kurseong sub division,26.885,88.2778
"NH-39 in Karong area, Manipur",25.3179,94.0462
National Highway 53 at Nungba in Tamenglong district of Manipur,24.75,93.4333
 Purba Satchhari village in Sadar upazila,24.5784,91.7227
Punakha-Gasa rd,27.8122,89.9019
"Ukhrul, Manipur",25.0985,94.3619
"St Mary's Hill, 3 km from Kurseong, West Bengal",26.88,88.28
"Kurseong sub-division, Road between Kurseong and New Jalpaiguri",26.8073,88.3162
"Bop, Sikkim",27.6163,88.6586
 Chittagong,22.3475,91.8123
Burma,22.1306,95.5488
"Police CID complex(?), Shillong, Meghalaya",25.5728,91.885
"Techahan Ward, Mon, Nagaland, India",26.7223,95.0243
The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,24.7625,93.4341
"Itanagar, Arunachal Pradesh",27.0987,93.816
"Sikkim, 13 km north of Gangtok",27.4459,88.6193
"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",25.1553,93.028
Lawngtlai,22.533,92.899
" between Harangajao and Mailongdisa, Assa,",25.1175,92.8573
"NH31A, Mile 27 near Rambi",27.1761,88.5287
"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",23.591,92.9296
"Pangthang, on road b/t Gangtok and North Sikkim",27.3383,88.6069
"Tamenglong, Manipur",24.9829,93.5063
"Portions of NH 39, Connectin Manipur with Assam via Nagaland",25.5125,93.3613
,27.5161,88.5575
"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",25.31006064,94.48265093
"Tamei, Tamenglong district on Imphal-Tamenglong (IT) road",24.9925,93.5
Arunachal Pradesh,28.9205,95.3429
"NH 13 10 kilometers from Old Ziro, Arunachal Pradesh, India",27.6438,93.871
"Old Monastery Road, Ghum",27.0076,88.251
"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",24.8286,93.5935
"Lakhimpur district, Bihpuria, Assam",27.2298,94.0989
Borolekha upazila of Moulvibazar,24.4136,91.7561
"Umling, Meghalaya 793102, India",25.9703,91.8584
Tura Civil Hospital,25.5145,90.2023
"southeastern, DHAKA, Bangladesh",23.7118,90.4077
Singtam,25.38,91.88
"Maighuli, Guwahati, Meghalaya",26.1548,91.7351
Saiha,22.479,92.967
"Katare village, 80 km from Kalimpong",27.15977181,88.63411246
Arunachal Pradesh ,27.8965,96.1779
"Ruzapfu valley, Kikruma Village, Phek District, Nagaland",25.6682,94.1099
"Holenjang, Chandel district",24.004,93.9815
Villages surrounding the West Sikkim district of ,27.2879,88.2579
"road between Haflong and Lanka, Assam",25.5242,92.9914
Manipur,24.6869,93.9157
"Thimphu-Phuentsholing highway, at Takti, between Samtse and Punakha ",27.21898773,89.5187916
"Sreemangal upazila, Moulvibazer.",24.3083,91.7333
"Lama village, Bandarban district 155 miles (248 kilometers) southeast of the capital Dhaka",22.2251,92.19
Lohit District of Arunachal Pradesh,27.9032,96.174
Maram (80 km north of Imphal),25.4191,94.1079
Mangdechu hydropower project,27.4373,90.4678
"Hattisurey in Kalimpong, on National Highway 31A",27.0713,88.4308
"road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland",26.8716,94.9921
"12th Mile area at Jorabat, Meghalaya, India",26.09748244,91.8744337
"West Kameng, Arunachal Pradesh",27.4,92.35
"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",27.3702,88.7334
"Sevoke, 20km from Siliguri, North Eastern, India (Highway NH31A:Coronation Bridge to the Sevoke police outpost section blocked)",26.89,88.47
Manipur,24.3527,94.3429
"Helipong-Chessore Road, Nagaland",26.0977,94.7499
"Kalimpong, Darjeeling, West Bengal",27.02459801,88.43849551
Jaflong,25.1622,92.0104
Kurseong,26.8905,88.2789
near Kalijhora,26.9282,88.4553
"Ghayabari-Tindharia on National Highway 55, near Darjeeling hills",27.0096,88.2548
"Hatisur(?), Sevok(Sevoke), Kalimpong sub-division, NH 31A between Siliguri and Gangtok, Sikkim",26.9435,88.4445
"Indira Bypass, Amdo Golai",26.7324,88.4089
Mirik,26.8861,88.1704
"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",28.0791,96.5242
"Natl. Highway 31-A at Pani House(?), Gangtok",27.3341,88.6083
"New Land (""""New Colony"""")",26.0319,94.5466
Tripi (Tirpai?) road of Upper Gumfa area in Kalimpong,27.0765,88.4808
Karsingsa block point,27.1249,93.7706
"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India",26.1677,94.2442
"Tirap , Arunachal Pradesh",27.174,95.8011
"Endulin Nallah, Mayodia, 17-camp, 83-camp",28.4659,95.86
"NH-53 at Nungba police station, Kambirong(?), Manipur",24.7505,93.4221
"15 kms from Maram, National Highway-102/A (Maram Peren road)",25.4477,94.0489
"Nanga, Nagaland",26.284,94.5808
"Lalunggaon, Guwahati,  Assam",26.149,91.7351
"Kaiphundai(?)-Tousem(in Assam) road, Tamenglong district, Manipur",25.0672,93.4093
between Chalong and Paraolon,24.1988,94.1016
"Batase and Sisne villages, Lelep VDC, ",27.7276,88.0446
Upper Subansiri,27.8776,94.25
"Guwahati, Assam",26.1475,91.7356
"Tamenglong- Khongsang Road, Manipur",24.9037,93.487
22 kms to 30 kms between Sangkungmai and Willong,25.4538,93.9827
"Finchaytaar, Lodhoma, Darjeeling, India",27.1027,88.1218
"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",26.1147,94.3864
Rangamati,22.6368,92.1453
"Chittagong, Bangladesh",22.3496,91.8138
Rhodong village near Rhey in East Sikkim,27.3425,88.6236
"Bilaipur, Hailakandi district, Assam, India",24.5202,92.7239
Tamenglong Ward No-IV,24.9818,93.5142
"near Sevok(Sevoke), Highway 31A to Sikkimand Kalimpong, Hatisura(?), Darjeeling",26.944,88.4441
Noonmati,26.1985,91.7998
"National Highway 29 Near Phesama Village, Nagaland",25.6269,94.1139
"National Highway 31A, Darjeeling Hills",26.9974,88.4314
"NH-39 at Imphal-Moreh section, Lokchao largest event",24.4279,94.0564
"Longlem, Nagaland",26.8727,94.9275
"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",27.0011,93.7273
"Zembabawk, Aizawl",23.7327,92.7463
"15 Km From Gangtok, Himalayans",27.3721,88.708
"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",25.203,90.5573
"Tuensang-Kohima rd, 3 km outside Tuensang, Nagaland",26.1984,94.8158
"Sonachirra, Karimganj district, Assam, India",24.4638,92.4943
"road to Muanna Godown, Zuangtui, Mizoram",23.75406693,92.74128531
"Kiphire-Tuensang rd, Nagaland",26.0814,94.803
"National Highway 2, near Kohima, Nagaland, India",25.7902,94.1318
"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",24.8961,93.4957
"Takdah, West Bengal",27.0377,88.3603
"Takti,(near Chukha) along Phuentsholing-Thimphu highway ",27.044,89.5744
"Satgarakul Village, Karimganj, Assam State",24.8669,92.3576
Phesema area at National Highway 39,25.7428,93.9136
Harkate-Kiteni section of Mechi highway,26.8366,88.0839
"Kalimpong, West Bengal",27.0599,88.4674
Sailam village,23.3572,92.7878
"Kisima, Nagaland",25.61560252,94.11603493
"Shayoung Ward(?), Longleng, Nagaland",26.4333,94.8833
"National Highway 31A, between Singtam and Rangpo",27.2084,88.4909
Dakhingaon,26.1314,91.7548
"North Point Colony, Akuluto, Nagaland, India",26.1699,94.4922
North Lakhimpur ,27.2333,94.1167
"Mawmaungbon village, Hpakant",25.6172,96.3005
"National Highway, 45 Aizwal (Mizoram)",24.1293,92.6921
"Ikou-Gangpijang road, near: Ikou, Saikul, and Gangpijang; Imphal India",25.03561729,94.0144205
"Koide Government High School, Senapati, Manipur",25.3833,94.1884
Kamakhya Temple,26.1666,91.7042
"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",26.0977,94.7031
"Imphal-Dimapur road  in Tadubi, Senapati district, Manipur, India",25.48,94.1383
Companiganj upazila of Sylhet district,25.0821,91.7783
"National Highway 29 Near Phesama Village, Nagaland",25.6269,94.1139
Bholaganj stone quarry in Companyganj upazila,25.1472,91.7483
Lakhipur,24.7979,92.9974
"Gourishankar tea estate premises, Darjeeling, West Bengal",26.7914,88.363
Garchuk,26.1044,91.7082
Sukhiapokhari,26.9978,88.167
NH55 at Tindharia,26.8545,88.3372
"Namkaoluang village, Tamenglong-Sangrung (Khongsang) road, NH-53, Manipur",24.9336,93.8275
"Yakshu, Nagaland",26.4205,94.9731
Itanagar,27.1034,93.6885
"East Kameng, Arunachal Pradesh",27.4888,93.0153
"Tuitung village, Khengjoi",23.899,94.1434
"Imphal-Ukhrul sector of National Highway 102, Manipur, India",25.0118,94.3136
"East Siang, Arunachal Pradesh",28.1193,95.1645
"Mechi Highway, Kolbung VDC,Ilam ",26.8016,88.0499
Tousem,25.1019,93.3729
Chittagong,22.3312,91.8252
Sylhet,24.9007,91.8644
National Highway 31A in West Bengal's Darjeeling district,27.1141,88.4658
"Singtam-Mangan rd, Sikkim",27.3773,88.559
"Tuensang, Nagaland",26.2363,94.8133
Phesama,25.6278,94.1051
"Jangle Salimpur area, Sitakunda upazila, Chittagong, Balngladesh",22.6239,91.6743
"Hunthar Veng, Mizoram",23.74182634,92.7141905
Sabroom,23.0137,91.7174
Madamdevihat in Chittagong and Dolhajra in Chokoria upazila,22.894,91.5327
"Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim",27.3765,88.7628
"Noklak-Tuensang road, Nagaland",26.222,94.9152
"Zunheboto, Nagaland",26.0137,94.5163
Narakasur,26.1407,91.7645
NH 37 at Awang Khul ,24.808,93.117
the state highway which links the rest of the state to eastern Champhai district,23.6866,93.017
near the Rohini-Sirubari road,26.74452462,88.40011959
"Melli Chalisey, Sikkim",27.1344,88.4575
Mahindra,25.4243,88.2746
"Nakham Bazaar, Tura, Meghalaya",25.5114,90.215
"Kiphire,  Nagaland",25.8877,94.7861
"Lower Chandmari area, PWD department, Kohima, Manipur",25.6623,94.1072
"Kamrup district, Assam, India",25.9611,91.3681
"LangthAbal Khoupum, Imphal, Manipur",24.7339,93.9161
"Batali, Chittagong",22.344,91.8161
"Raj Bhavan Guwahati, Assam",26.1978,91.7665
Phungyar road,24.819,94.3551
"Chandmari, Guwahati, Kamrup Metropolitan, Assam, 781003",26.19037705,91.77306002
"Ratacherra village along the NH-44 connecting to Barak Valley in Assam and Tripura, Meghalaya, Mizoramon",25.463,92.2121
between Maku village and Kamjong sub division,24.9111,94.4759
 Arunachal Pradesh ,27.8458,95.2253
"atharamura hills, Highway 44, Tripura",23.8986,91.7599
"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",25.5265,93.8673
,26.1062,91.8717
"Jirmale, Ilam Province, Nepal",26.7973,88.1389
"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",25.4788,94.1399
"Sombaria, West Sikkim",27.2644,88.1365
"Darjeeling, West Bengal ",27.04,88.264
"Hpakan, Kachin",25.6157,96.3167
South West Garo Hills,25.5006,90.0896
"Nursery, North Guwahati, Guwahati, Assam,",26.1662,91.7138
"Tizu, Nagaland",25.8376,94.5234
"Phizo, Nagaland",26.0481,94.4619
"Sitakunda, Chittagong Division,",22.6205,91.6591
Batahghuli,26.1324,91.8342
"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",27.1748,88.6458
"Kalimpong, West Bengal",27.059,88.4694
"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",25.8702,94.7844
Zunheboto district,26.0214,94.5224
Nungba,24.7459,93.4251
"Bagochen near, Trongsa near, Bumthang, Bhutan",27.5003,90.5081
"Kerseong, Sub-division, Siliguri district, West Bengal",26.8867642,88.28044714
"Noonmati Nijarapar, Assam, India",26.191688,91.810079
National Highway 44,25.2568,92.3825
Hawai,27.8835,96.9262
"Hayuliang, Anjaw district,Arunachal Pradesh, India",28.0822,96.5316
"Manila Hill, Chittagong District Shilpakala Academy",22.4254,91.8022
Dhirenpara,26.1295,91.7056
"many locations around Namchi, Sikkim",27.167,88.3652
"Hpakant, Kachin State, Myanmar",25.6127,96.2961
"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",25.5718,94.1211
"Zhekuto, Nagaland",26.1807,94.5497
"17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim ",27.3746,88.7648
"Noonmati Nijarapar area of the city, Guwahati, Assam, India",26.1963,91.8074
"Zang(?), east Sikkim",27.5509,88.6475
"Dakkhin Para, Banshkhali upazila of Chittagong",22.0104,91.9538
Joumol of Chandel district,24.1077,94.0396
"Phek, Manipur",25.6633,94.4703
"National Highway 31A between Rangpo and Tarkhola, in East Sikkim",27.201,88.4883
"Dibang, Arunachal Pradesh",29.2409,95.9761
West Bengal-Sikkim at highway Rambi,26.99195749,88.42280921
VIP Road,26.159,91.8178
"Kamrup, and Sonitpur, Assam",26.3333,91.25
"Walo Ward, Mon Town, Wokha District, Nagaland",26.72,95.029
"Maram, Manipur",25.4192,94.108
14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),27.3736,88.7323
"Rangiabong (Jorbungalow), Darjeeling, West Bengal",27.0095,88.2592
between Mahur and Phaiding railway stations on Barail hills (Mahur and Barail hills located),25.1718,93.123
between Bally Halt and Rajchandrapur stations in Kolkata,22.6461,88.3403
"Lamperi, Punakha,",27.5205,89.7466
"Geetkolbong, Kalimpong sub-division, Darjeeling, West Bengal",27.0736,88.4779
"Darjeeling district, West Bengal, Toy Train route",27.0366,88.263
"Tusom, Manipur",25.426,94.6024
"Zunheboto, Nagaland",26.0093,94.5238
Arunachal Pradesh,27.1614,93.7525
Maligaon,26.1868,91.6739
"Lasumi village in Phek district, Kohima",25.51614662,94.2341227
"National Highway 31A, Darjeeling Hills",27.0257,88.4301
"Nathang Maong, Sikkim",27.7565,88.632
NH 37,26.5836,93.0038
"Velnal village, Tamei sub-division and Toribari village (3 kilometer toward Tamei from Kangpokpi)",25.1333,93.9667
National Highway No 44 at Sonarpur in Meghalaya,25.5576,91.8506
Naga Gate along the Ukhrul-Imphal route,25.0634,94.3415
"Tharon(?) and Langol Tarung villages, Thangmeiband constituency, Imphal, Manipur",24.837,93.9128
Bardang near Singtam,27.1499,88.38
"4th Mile on road between Rongli, Rhenock and Rangpo in East Sikkim.",27.1954,88.6115
"Itanagar (one near Pachali power house, one near Heema Hospital, and one nearRomik Colony at P Sector)",27.1032,93.6884
New Gulshan area under sadar upazila in Bandarban,22.2092,92.1868
,27.0375,88.2627
"Borsorsa(?), West Khasi Hills, Meghalaya",25.4916,91.2698
"Samathang, Sikkim",27.13862165,88.22551799
"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",27.163,94.0
"Bhangagarh, Assam",26.1619,91.7697
"Lower Shajouba village near Tadubi along NH 39, Manipur ",25.0604,93.9877
"NH44, Malidhor area,  Baleswar",25.0951,92.3567
eight kilometres from Chukha dzong,27.0667,89.5833
Mebua (8 km from Seppa),27.2743,92.9064
Kalijhora,26.9343,88.4486
Hpakan,25.6226,96.2946
Hatsingimari,25.7238,89.9032
Tindharia railway maintenance shed,26.8546,88.3373
"A Cachar District village, near village of Srinager, Assam",24.9849,92.8411
Willong-Yangkhullen stretch,25.5007,93.9854
"Taithu village, Churanchandpur district, Mizoram, Manipur",24.3069,93.125
between Phesama and Kuima in Nagaland,25.6263,94.1057
"Dangapong, Shingkhar gewog in Zhemgang",27.05,90.8
Arunachal Pradesh,28.1737,94.7596
Arunachal Pradesh/Itanagar,27.0869,93.6086
Motijharna of Lalkhan Bazar,22.344,91.8188
Zero near Kurseong,26.888,88.2796
Phullen’s main road,23.8447,93.0514
Mawbah under Mawprem area,25.5772,91.8666
"NH44, Kuliang",25.5498,92.0757
"Kurseong, Darjeeling, West Bengal",26.88405686,88.28087032
"Imphal-Jiribam section of NH-37 , Manipur",24.8142,93.5444
Tamabong Village In Sikkim State,27.3425,88.2426
"road between Halfong and Redzol(?) or Silchar, Assam",25.0477,92.801
"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",25.70223725,94.04619681
"Rimbik, Darjeeling, West Bengal state, India",27.1176,88.1069
"railroad between Bonchaung and Namhkam stations, Mandalay-Myitkyina railroad",23.9723,96.8566
"lower Majakong Ward, Mokokchung, Nagaland, India",26.3185,94.5247
Bamunimaidam,26.1844,91.7896
Wamkhu village along the Tengnoupal-Joupi road in Chandel district,24.2451,94.0691
"Thimphu-Phuentsholing highway, at Takti, between Samtse and Punakha ",27.21962595,89.5187916
Phesama village,25.6237,94.1136
Kurseong,26.8811,88.2779
"Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk",27.1675,88.3651
between Bongyang and Lokchao along the Imphal-Moreh highway,24.4072,94.0644
"Aizawl-Lengpui rd 3km from Aizawl, Mizoram, Manipur",23.7527,92.694
"Akuk village, Wokha District, Nagaland",26.138,94.25
near S Lamphei Lamkhai and Sehlon village,23.9939,94.0573
Amingaon,26.49349035,91.72137514
"near Takti, Thimphu-Phuentsholing highway",27.21782272,89.51924545
"Kohima, Nagaland",25.67,94.1066
Dimapur-Imphal highway (NH 39) near Manipur,24.9356,93.8443
"Beltola, Assam State-Meghalaya State border, India",26.10973183,91.80317334
"Birik on NH31A, Kalimpong",27.0638,88.4659
"Irang(?) and Barak(?) and Makru(?) on highway 53 between Imphal and Jiribam, Manipur",24.7543,93.5039
"Muanna locality, Mizoram",23.7131,92.7362
"Tobu, Nagaland",26.3897,94.9439
Phar Kant Jade Mining,25.6219,96.2887
Tongseng,25.1416,92.3807
Ujirpur barrage 3 under Shibchar upazila in Chapainawabganj,24.5582,88.1825
"Chhinga Veng, Aizawl",23.73478778,92.72124394
"Piyali Phukan Nagar, Guwahati, India",26.1961,91.7825
National Highway at Kuliang,25.0728,92.3636
NH10 in Rangpo,27.1758,88.5294
Rangpo,27.172,88.5292
"Aizawl, Mizoram, India",23.7313,92.7187
"Kurseong sub division, Mamring",26.89,88.28
Sorchen along Phuentsholing-Thimphu highway ,26.8928,89.4497
"Darjeeling Hills, multiple villages in area (Kurseong, Kalimpong, Bhalukopa, Kukhleinkhani)",26.8833,88.2833
Tamei constituency in Tamenlong district,25.1604,93.6795
"Bandarban, Bangladesh",22.2009,92.2168
"Ranka, Sikkim and Louing road",27.337,88.609
"Nam Nang, Gangtok",27.322,88.6087
"Anini-Roing road,  Dibang Valley,  Arunachal Pradesh ",28.4298,95.8776
"Bilaipur, Hailakandi district, Assam, India",24.5204,92.7264
"Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",27.0136,92.6351
"lachen, Sikkim",27.7167,88.5577
"Itanagar-Naharlagun, Arunachal Pradesh",27.0998,93.6287
"Sarania Hills, North Guwahati, Guwahati, Assam,",26.1771,91.7599
"Khonsa, Arunachal Pradesh",26.9986,95.4993
"Thongleng village, Lumla, Tawang, Arunachal Pradesh, India",27.5523,91.752
"Chumukedima, Dimapur",25.7713,93.8067
"Lava, Kalimpong",27.0875,88.6556
"Surson Rd, Chittagong",22.3513,91.8295
"Polo River At Polosang, Arunachal Pradesh",27.8837,93.0515
200 meters from Teesta Bridge towards Siliguri,27.05374234,88.42572376
"National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",24.8063,93.9482
"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",22.7176,92.8416
"Upper Subansiri District, Arunanchal Pradesh",27.7,92.8
Yangkhullen-Tamphung road till Nagaland border,25.5098,93.8794
"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",24.8628,94.4182
Nabinagar in Chittagong,23.8917,90.9733
beside the mine in Hpakant,25.6115,96.2907
"Highway 53 at Tupul, Tamenglong district",24.9786,93.5027
Shillong Road at Kuliang in the Jaintia Hills,25.2946,92.8339
Lalunggaon near Gorchuk area,26.1226,91.7162
"Shillong, Meghalaya, India",25.583,91.893
Rongpur village under Bhairabhnagar panchayat in Karimganj district,24.6005,92.3814
"Tawang, Arunachal Pradesh",27.5799,91.8569
Babrang village under Jang circle in Tawang district,27.5754,91.9754
East Kameng district in Arunachal Pradesh bordering China,27.44,92.2833
"Longsa, Nagaland",26.2083,94.5438
"near Kuloor church, in Manipur along National Highway",24.6596,93.9784
"Chiechama, Nagaland",25.8266,94.1497
"Pub Sarania hill, South Sarania, Guwahati, Assam, India",26.1768,91.7702
"Koloriang, Kuring Kumey district, Arunachal Pradesh",27.8997,93.3497
"NH-10, Sepi Jhora, Kalimpong",27.0816,88.4397
"road between Hsaidaung(?) and Hpakant, Kachin",25.6167,96.3167
"Laipuitland , Aizawl, Mizoram",23.7281,92.7175
"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",25.16,93.686
"National highway 44 at Sunapur and Tongseng in Jaintia Hills district, eastern Meghalaya",25.3433,92.2897
"Tawang Monastery, Arunachal Pradesh",27.5798729,91.85672387
"Boragaon, North Guwahati, Guwahati, Assam,",26.1016,91.6906
"Kolasib, Saiha, Mizoram,",24.2315,92.6755
"Limbu Dhura, Tingling",26.8843,88.1835
"Kharghuli, Guwahati, Assam",26.1965,91.763
Kale valley,23.7736,94.1201
Natonal Highway in Jorabat area,26.1028,91.8806
"Ghokuto, Nagaland",25.83762589,93.94633448
"Suruhuto Town, Nagaland",26.0838,94.564
"National Highway 54, at Kawnpui town",24.042,92.6724
Itanagar/Naharlagur/Nirjuli,27.125,93.7145
"Dibang Valley, Arunachal Pradesh",28.8254,96.1509
Senam,24.416,94.0984
"Yakshu, Nagaland",26.4205,94.9731
"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",25.4786,94.1327
"National HWY 31A, Birik (cut off Sikkim)",27.4885,88.4451
NH-61 between Botsa and Chiechama,25.8782,94.1739
Namchi,27.1695,88.3664
Ratacherra,25.0318,92.4584
"Gosang Village Under Jengging Circle, Arunachal Pradesh",28.611,94.9829
"Ngur, near Mizoram-Myanmar border, India",23.5397,93.3783
"Sonaighuli area near Kahilipara, Guwahati City, Assam",26.1049,91.7369
"Malutar tea estate, Darjeeling, West Bengal",26.9599,88.268
"Arunachal Pradesh, Dibang,",28.8254,96.1517
Type-IV Colony of Seppa in East Kameng,27.36,93.0385
"Batahguli, Guwahati, Assam",26.1309,91.8383
"Mossing(Mosing) village(?), Upper Siang district, Arunachal Pradesh",28.3036,95.4112
"Roads between Tamei(Tamma?), Kangpokpi and Chalwa, Manipur",25.1555,93.8474
"Bungte Chiru village(?), Senapati district, Manipur",25.2745,94.0212
"road to Kanan Veng from Hunthar Veng, Mizoram",23.73504471,92.71060943
"Silchar-Haflong rd., at Reko(Rekha )(?), near Harangajao, Barail Hills, Assam",25.0888,92.8551
"Daragaon(?), Gangtok city, Sikkim",27.3392,88.6188
Byrnihat,26.048,91.8695
"near Tuichang(?) on Tuichang river, Aizawl-Champhai rd, Mizoram",23.3439,93.0748
Akonggre,25.5084,90.2191
Kangtsung Village,26.7103,94.693
